"sample_id","Shannon","Simpson","subject_id","visit_number","sample_body_site","study_full_name","project_name"
"ep003595_k10_mv1d",0.0896392940151568,0.022637678089427,"858ed4564f11795ec13dda4c10a0d657",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep004835_k10_mv1d",2.14248572883579,0.840171151767133,"e50d0c183689e4053ccb35f8b29d98c8",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep004835_k20_mv1d",1.67428467889118,0.640911663450627,"e50d0c183689e4053ccb35f8b29d98c8",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep004835_k30_mv1d",0.109135574192734,0.0271785005340509,"e50d0c183689e4053ccb35f8b29d98c8",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep004835_k40_mv1d",0.116671973140431,0.0299983709601818,"e50d0c183689e4053ccb35f8b29d98c8",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep004835_k50_mv1d",0.0838353758161393,0.0187728260703227,"e50d0c183689e4053ccb35f8b29d98c8",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep005972_k20_mv1d",0.811240199553573,0.44974363407241,"76612bd9a41885add4f6b0b7683fc062",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep005972_k30_mv1d",0.702676911376307,0.369088235692572,"76612bd9a41885add4f6b0b7683fc062",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep007214_k10_mv1d",1.05157675308941,0.556299291963164,"e50d0c183689e4053ccb35f8b29da3f1",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep007214_k20_mv1d",0.866540443044942,0.497703247086199,"e50d0c183689e4053ccb35f8b29da3f1",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep007214_k30_mv1d",1.94070417796775,0.735221374147719,"e50d0c183689e4053ccb35f8b29da3f1",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep007214_k40_mv1d",0.0962426834499551,0.0226114127364566,"e50d0c183689e4053ccb35f8b29da3f1",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep007214_k50_mv1d",0.40200838333572,0.122108934218797,"e50d0c183689e4053ccb35f8b29da3f1",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep007214_k60_mv1d",0.0884371482413259,0.0208243360343825,"e50d0c183689e4053ccb35f8b29da3f1",6,"vagina","momspi","Integrative Human Microbiome Project"
"ep010982_k10_mv1d",1.27929829302082,0.642850370095716,"76612bd9a41885add4f6b0b7683fc62a",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep010982_k20_mv1d",1.15548819562749,0.530726479138123,"76612bd9a41885add4f6b0b7683fc62a",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep010982_k30_mv1d",1.30088069142041,0.649027145041023,"76612bd9a41885add4f6b0b7683fc62a",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep010982_k40_mv1d",1.69712106380984,0.7558890199534,"76612bd9a41885add4f6b0b7683fc62a",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep010982_k50_mv1d",0.742902886504736,0.312309960909475,"76612bd9a41885add4f6b0b7683fc62a",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep013002_k10_mv1d",0.505497319198501,0.252542081089142,"858ed4564f11795ec13dda4c10a0d72a",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep013002_k110_mv1d",1.21212867153508,0.595783897269438,"858ed4564f11795ec13dda4c10a0d72a",11,"vagina","momspi","Integrative Human Microbiome Project"
"ep013002_k20_mv1d",0.685256408414223,0.37502695576385,"858ed4564f11795ec13dda4c10a0d72a",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep013002_k30_mv1d",0.440637707108088,0.165896939771683,"858ed4564f11795ec13dda4c10a0d72a",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep013002_k40_mv1d",0.717681850004034,0.396404491976456,"858ed4564f11795ec13dda4c10a0d72a",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep013002_k50_mv1d",2.37847456304137,0.888468809073724,"858ed4564f11795ec13dda4c10a0d72a",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep013417_k10_mv1d",1.96986549821656,0.809164021914754,"858ed4564f11795ec13dda4c10a0e1f1",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep013417_k40_mv1d",1.59998251141486,0.709459541568362,"858ed4564f11795ec13dda4c10a0e1f1",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep013417_k50_mv1d",1.95558434338301,0.691879426278748,"858ed4564f11795ec13dda4c10a0e1f1",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep013894_k10_mv1d",1.57929280761183,0.599496675030492,"e50d0c183689e4053ccb35f8b29dac3b",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep013894_k20_mv1d",1.08518223059657,0.545321727717623,"e50d0c183689e4053ccb35f8b29dac3b",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep013894_k30_mv1d",1.72104865924523,0.572272009729545,"e50d0c183689e4053ccb35f8b29dac3b",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep013894_k40_mv1d",1.33593362454127,0.535007996699105,"e50d0c183689e4053ccb35f8b29dac3b",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep013894_k50_mv1d",1.02851183047029,0.573219704207945,"e50d0c183689e4053ccb35f8b29dac3b",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep013894_k60_mv1d",0.978817578699538,0.552635296914882,"e50d0c183689e4053ccb35f8b29dac3b",6,"vagina","momspi","Integrative Human Microbiome Project"
"ep013894_k80_mv1d",1.23724802279466,0.535177092778887,"e50d0c183689e4053ccb35f8b29dac3b",8,"vagina","momspi","Integrative Human Microbiome Project"
"ep016061_k30_mv1d",1.63451450543437,0.698295413057566,"76612bd9a41885add4f6b0b7683fd30d",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep016061_k40_mv1d",1.30244855241104,0.587717160123758,"76612bd9a41885add4f6b0b7683fd30d",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep016916_k20_mv1d",1.94297154459464,0.774323932389871,"e50d0c183689e4053ccb35f8b29db9d8",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep016916_k30_mv1d",1.50958460607104,0.616804376098842,"e50d0c183689e4053ccb35f8b29db9d8",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep016916_k40_mv1d",1.72361290586698,0.735361716646518,"e50d0c183689e4053ccb35f8b29db9d8",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep016916_k50_mv1d",2.19214028952368,0.850193364737825,"e50d0c183689e4053ccb35f8b29db9d8",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep018067_k10_mv1d",1.50470108177065,0.70408347504492,"858ed4564f11795ec13dda4c10a0f10c",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep021899_k10_mv1d",0.797086197846632,0.31861178121849,"e50d0c183689e4053ccb35f8b29dc100",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep021899_k20_mv1d",1.40853307758219,0.634517103112124,"e50d0c183689e4053ccb35f8b29dc100",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep021899_k40_mv1d",0.361844987613448,0.148380736026276,"e50d0c183689e4053ccb35f8b29dc100",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep021899_k80_mv1d",1.07268123591177,0.531491876863033,"e50d0c183689e4053ccb35f8b29dc100",8,"vagina","momspi","Integrative Human Microbiome Project"
"ep023111_k20_mv1d",0.891446552470366,0.532825374142187,"76612bd9a41885add4f6b0b7683fd919",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep023111_k30_mv1d",1.14039313860795,0.579526500107195,"76612bd9a41885add4f6b0b7683fd919",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep023111_k40_mv1d",0.86153762130229,0.341051239669422,"76612bd9a41885add4f6b0b7683fd919",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep028055_k10_mv1d",0.14729847056016,0.0507262090037643,"76612bd9a41885add4f6b0b7683fe39d",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep028055_k30_mv1d",0.421261140446161,0.198793901430217,"76612bd9a41885add4f6b0b7683fe39d",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep028055_k40_mv1d",0.186171454686007,0.0612230112762057,"76612bd9a41885add4f6b0b7683fe39d",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep028055_k60_mv1d",0.349098879513988,0.137001227006627,"76612bd9a41885add4f6b0b7683fe39d",6,"vagina","momspi","Integrative Human Microbiome Project"
"ep031863_k10_mv1d",0.364694237060292,0.159794143144383,"858ed4564f11795ec13dda4c10a0fd92",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep031863_k70_mv1d",1.96252566255977,0.816955586057546,"858ed4564f11795ec13dda4c10a0fd92",7,"vagina","momspi","Integrative Human Microbiome Project"
"ep034068_k10_mv1d",1.08699032893145,0.560392924583582,"858ed4564f11795ec13dda4c10a0fe2d",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep034068_k20_mv1d",1.18750142925333,0.62904048703306,"858ed4564f11795ec13dda4c10a0fe2d",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep034068_k30_mv1d",1.18531985796885,0.626320124566639,"858ed4564f11795ec13dda4c10a0fe2d",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep034068_k40_mv1d",1.27713466241434,0.651326402340124,"858ed4564f11795ec13dda4c10a0fe2d",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep034068_k50_mv1d",1.2376738638353,0.652896452786608,"858ed4564f11795ec13dda4c10a0fe2d",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep035045_k10_mv1d",0.0644329968298284,0.015835951038932,"76612bd9a41885add4f6b0b7683ff351",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep035045_k20_mv1d",0.146957633056508,0.0422189736857522,"76612bd9a41885add4f6b0b7683ff351",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep035045_k30_mv1d",0.183991090474045,0.0482730614522435,"76612bd9a41885add4f6b0b7683ff351",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep035045_k40_mv1d",0.090272579631909,0.0212990929425871,"76612bd9a41885add4f6b0b7683ff351",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep036702_k10_mv1d",0.835516280400542,0.358004755848956,"88af6472fb03642dd5eaf8cddcbf6b85",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep036702_k20_mv1d",0.398492393111714,0.179189559298827,"88af6472fb03642dd5eaf8cddcbf6b85",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep036702_k30_mv1d",0.334977004558128,0.122955143672374,"88af6472fb03642dd5eaf8cddcbf6b85",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep036702_k40_mv1d",0.305675482762806,0.10983523212857,"88af6472fb03642dd5eaf8cddcbf6b85",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep038468_k10_mv1d",0.518735624466037,0.286115873053052,"76612bd9a41885add4f6b0b768400213",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep038468_k30_mv1d",1.0285872959092,0.55478402818762,"76612bd9a41885add4f6b0b768400213",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep038468_k40_mv1d",0.874361735421572,0.481439564748554,"76612bd9a41885add4f6b0b768400213",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep038468_k50_mv1d",0.486721682872097,0.228909171710733,"76612bd9a41885add4f6b0b768400213",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep044068_k10_mv1d",0.733113891721766,0.314324134353007,"76612bd9a41885add4f6b0b768400cc4",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep044068_k30_mv1d",1.40981557455812,0.637172340745332,"76612bd9a41885add4f6b0b768400cc4",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep044068_k40_mv1d",0.502186084744287,0.259701561128116,"76612bd9a41885add4f6b0b768400cc4",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep044068_k50_mv1d",1.21632592191414,0.555839537191761,"76612bd9a41885add4f6b0b768400cc4",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep044415_k10_mv1d",0.252493130843264,0.0803013967760535,"858ed4564f11795ec13dda4c10a10c7f",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep044415_k20_mv1d",0.0761465557348003,0.0195371092014408,"858ed4564f11795ec13dda4c10a10c7f",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep044415_k60_mv1d",1.52217370568342,0.670918629567902,"858ed4564f11795ec13dda4c10a10c7f",6,"vagina","momspi","Integrative Human Microbiome Project"
"ep045004_k10_mv1d",2.68955109379592,0.905606315458812,"76612bd9a41885add4f6b0b768400e2f",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep045004_k20_mv1d",2.76445038613112,0.893048731715292,"76612bd9a41885add4f6b0b768400e2f",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep045004_k30_mv1d",2.52218809869171,0.883391372049035,"76612bd9a41885add4f6b0b768400e2f",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep045004_k50_mv1d",2.32933396155208,0.844,"76612bd9a41885add4f6b0b768400e2f",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep045004_k70_mv1d",0.271575004221951,0.0824927014857919,"76612bd9a41885add4f6b0b768400e2f",7,"vagina","momspi","Integrative Human Microbiome Project"
"ep049012_k10_mv1d",0.747416486490164,0.181201046004706,"76612bd9a41885add4f6b0b768401727",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep049012_k20_mv1d",0.569491318275914,0.170031777709212,"76612bd9a41885add4f6b0b768401727",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep049012_k40_mv1d",0.0988028716529924,0.0253074411074435,"76612bd9a41885add4f6b0b768401727",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep049012_k50_mv1d",0.3703409211683,0.119780207461126,"76612bd9a41885add4f6b0b768401727",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep052210_k10_mv1d",2.09693706315819,0.714234828038604,"858ed4564f11795ec13dda4c10a10d07",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep052210_k20_mv1d",2.22284080160749,0.730013554833354,"858ed4564f11795ec13dda4c10a10d07",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep052210_k30_mv1d",1.87065093519246,0.790469026555235,"858ed4564f11795ec13dda4c10a10d07",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep052210_k40_mv1d",2.59469814145271,0.885147742806992,"858ed4564f11795ec13dda4c10a10d07",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep056457_k10_mv1d",1.89777141141511,0.808970864728091,"e50d0c183689e4053ccb35f8b29dc5d0",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep056457_k20_mv1d",2.26330726537478,0.825564108377175,"e50d0c183689e4053ccb35f8b29dc5d0",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep059416_k10_mv1d",2.07675226932271,0.840099075889642,"858ed4564f11795ec13dda4c10a1121e",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep059416_k20_mv1d",1.71139699477251,0.750922898292363,"858ed4564f11795ec13dda4c10a1121e",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep059416_k30_mv1d",1.6601520458772,0.713806292342268,"858ed4564f11795ec13dda4c10a1121e",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep059416_k40_mv1d",1.90211964046393,0.785633184682295,"858ed4564f11795ec13dda4c10a1121e",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep059416_k90_mv1d",1.21256829328215,0.475327493493285,"858ed4564f11795ec13dda4c10a1121e",9,"vagina","momspi","Integrative Human Microbiome Project"
"ep062329_k10_mv1d",1.56590812019882,0.670007376167744,"858ed4564f11795ec13dda4c10a11c73",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep062329_k20_mv1d",2.33347723318932,0.820592478902662,"858ed4564f11795ec13dda4c10a11c73",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep062329_k30_mv1d",1.36704180181074,0.574017294027845,"858ed4564f11795ec13dda4c10a11c73",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep062329_k40_mv1d",1.25159451339728,0.537607665406472,"858ed4564f11795ec13dda4c10a11c73",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep062329_k50_mv1d",1.79957475993232,0.733909556003061,"858ed4564f11795ec13dda4c10a11c73",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep063938_k10_mv1d",1.92443466703987,0.769488678960637,"76612bd9a41885add4f6b0b768401a22",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep063938_k30_mv1d",1.74903541748502,0.74753419518093,"76612bd9a41885add4f6b0b768401a22",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep063938_k40_mv1d",0.867309478661597,0.422862730259106,"76612bd9a41885add4f6b0b768401a22",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep065458_k10_mv1d",0.591480238886216,0.295808521995633,"858ed4564f11795ec13dda4c10a12203",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep065458_k20_mv1d",1.60141133431518,0.720456025326486,"858ed4564f11795ec13dda4c10a12203",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep065458_k40_mv1d",1.35559254657569,0.591965371659591,"858ed4564f11795ec13dda4c10a12203",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep067259_k10_mv1d",1.7282281748424,0.715286003424079,"e50d0c183689e4053ccb35f8b29dc6d7",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep067259_k20_mv1d",0.458093421062048,0.199902564366828,"e50d0c183689e4053ccb35f8b29dc6d7",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep067259_k30_mv1d",0.686845123716598,0.287972525331114,"e50d0c183689e4053ccb35f8b29dc6d7",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep067259_k40_mv1d",1.13260744074166,0.511997293895484,"e50d0c183689e4053ccb35f8b29dc6d7",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep070043_k10_mv1d",0.771667264785747,0.243106458402754,"858ed4564f11795ec13dda4c10a12e3f",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep070043_k20_mv1d",2.35554802066023,0.840645207290118,"858ed4564f11795ec13dda4c10a12e3f",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep070043_k30_mv1d",0.467930713856491,0.14699199334379,"858ed4564f11795ec13dda4c10a12e3f",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep070043_k40_mv1d",1.24031573345743,0.449751039265665,"858ed4564f11795ec13dda4c10a12e3f",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep072314_k10_mv1d",1.16029304311323,0.528498176058471,"76612bd9a41885add4f6b0b768402828",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep072314_k30_mv1d",2.00952386942108,0.778047057060289,"76612bd9a41885add4f6b0b768402828",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep072314_k50_mv1d",0.716382043167516,0.286490380456297,"76612bd9a41885add4f6b0b768402828",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep072463_k10_mv1d",1.47135489915948,0.630444575127852,"858ed4564f11795ec13dda4c10a136ee",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep072463_k20_mv1d",2.18227225549436,0.800872266320379,"858ed4564f11795ec13dda4c10a136ee",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep072463_k30_mv1d",1.36269739574647,0.676663923014096,"858ed4564f11795ec13dda4c10a136ee",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep072463_k40_mv1d",1.21428811936472,0.533103024867404,"858ed4564f11795ec13dda4c10a136ee",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep074002_k10_mv1d",1.94983432813212,0.775129725973121,"76612bd9a41885add4f6b0b768403731",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep074002_k20_mv1d",0.889848515290646,0.316330392739109,"76612bd9a41885add4f6b0b768403731",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep075340_k10_mv1d",1.35756607109335,0.6933428495163,"e50d0c183689e4053ccb35f8b29dc6e0",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep075340_k40_mv1d",2.24920339039393,0.844146897496686,"e50d0c183689e4053ccb35f8b29dc6e0",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep075340_k70_mv1d",1.94350589019279,0.786786342536657,"e50d0c183689e4053ccb35f8b29dc6e0",7,"vagina","momspi","Integrative Human Microbiome Project"
"ep075428_k10_mv1d",1.63438732321226,0.705525544799256,"858ed4564f11795ec13dda4c10a14413",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep075428_k70_mv1d",1.63756381757693,0.738527651071955,"858ed4564f11795ec13dda4c10a14413",7,"vagina","momspi","Integrative Human Microbiome Project"
"ep077464_k10_mv1d",0.562833501217313,0.222598464875813,"858ed4564f11795ec13dda4c10a14a93",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep077500_k10_mv1d",1.68456291395493,0.68300217706363,"858ed4564f11795ec13dda4c10a15a35",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep077500_k60_mv1d",2.03910996431062,0.825657628730049,"858ed4564f11795ec13dda4c10a15a35",6,"vagina","momspi","Integrative Human Microbiome Project"
"ep077500_k70_mv1d",1.62433653791999,0.693097862462087,"858ed4564f11795ec13dda4c10a15a35",7,"vagina","momspi","Integrative Human Microbiome Project"
"ep080581_k10_mv1d",0.377897427810257,0.13643852720566,"858ed4564f11795ec13dda4c10a169a1",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep080581_k70_mv1d",1.41787907793441,0.622627516492231,"858ed4564f11795ec13dda4c10a169a1",7,"vagina","momspi","Integrative Human Microbiome Project"
"ep081373_k10_mv1d",1.4859863033359,0.71348836258861,"88af6472fb03642dd5eaf8cddcc0d7ce",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep081373_k100_mv1d",1.23268042622124,0.49907070508997,"88af6472fb03642dd5eaf8cddcc0d7ce",10,"vagina","momspi","Integrative Human Microbiome Project"
"ep081373_k20_mv1d",1.29440525132242,0.561270299365537,"88af6472fb03642dd5eaf8cddcc0d7ce",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep081373_k30_mv1d",1.64891285501765,0.674600554638113,"88af6472fb03642dd5eaf8cddcc0d7ce",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep081373_k40_mv1d",1.22518791470762,0.554150567499793,"88af6472fb03642dd5eaf8cddcc0d7ce",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep081373_k50_mv1d",1.81887198611247,0.766657232001267,"88af6472fb03642dd5eaf8cddcc0d7ce",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep081859_k10_mv1d",1.79059124777218,0.761952171095191,"88af6472fb03642dd5eaf8cddcc0e516",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep082756_k10_mv1d",1.35444689339918,0.64444375,"76612bd9a41885add4f6b0b7684037d2",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep082756_k20_mv1d",0.976053118387199,0.438721367215839,"76612bd9a41885add4f6b0b7684037d2",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep082756_k30_mv1d",0.794317745113868,0.38484185551358,"76612bd9a41885add4f6b0b7684037d2",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep082756_k40_mv1d",1.00318473635658,0.491897469029899,"76612bd9a41885add4f6b0b7684037d2",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep082756_k50_mv1d",1.32258297021773,0.649240819480723,"76612bd9a41885add4f6b0b7684037d2",5,"vagina","momspi","Integrative Human Microbiome Project"
"ep082756_k60_mv1d",0.999669067174207,0.426806129906396,"76612bd9a41885add4f6b0b7684037d2",6,"vagina","momspi","Integrative Human Microbiome Project"
"ep085140_k10_mv1d",0.230418248816239,0.0807000658045802,"858ed4564f11795ec13dda4c10a170a9",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep085140_k20_mv1d",2.05321056666879,0.746043369989106,"858ed4564f11795ec13dda4c10a170a9",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep086024_k10_mv1d",0.271426681866894,0.0951249891243717,"858ed4564f11795ec13dda4c10a180a3",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep086560_k10_mv1d",1.38557011381317,0.676880878378557,"88af6472fb03642dd5eaf8cddcbf8d5f",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep087695_k10_mv1d",1.96974774512548,0.805023199053013,"88af6472fb03642dd5eaf8cddcc0ffd2",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep087695_k20_mv1d",0.765746738502085,0.255093142974042,"88af6472fb03642dd5eaf8cddcc0ffd2",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep087695_k30_mv1d",1.80473605586393,0.789190154314235,"88af6472fb03642dd5eaf8cddcc0ffd2",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep087695_k40_mv1d",1.99578138568127,0.808233129660964,"88af6472fb03642dd5eaf8cddcc0ffd2",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep087695_k80_mv1d",1.86506323573195,0.768725521209309,"88af6472fb03642dd5eaf8cddcc0ffd2",8,"vagina","momspi","Integrative Human Microbiome Project"
"ep090347_k10_mv1d",0.78843660785847,0.368618180195122,"76612bd9a41885add4f6b0b768404643",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep090829_k10_mv1d",0.158016410437896,0.0550265731391525,"76612bd9a41885add4f6b0b768404dee",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep090829_k20_mv1d",0.136190544117509,0.0493986496571202,"76612bd9a41885add4f6b0b768404dee",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep090829_k40_mv1d",0.145559490666354,0.0517694761759714,"76612bd9a41885add4f6b0b768404dee",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep093201_k10_mv1d",0.0432001688881804,0.0103414594215775,"e50d0c183689e4053ccb35f8b29dcc44",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep093201_k20_mv1d",0.0864029033930358,0.020319585119559,"e50d0c183689e4053ccb35f8b29dcc44",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep093201_k40_mv1d",0.0553213617590234,0.0123302905035571,"e50d0c183689e4053ccb35f8b29dcc44",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep093201_k60_mv1d",0.246119582649875,0.0781633851962663,"e50d0c183689e4053ccb35f8b29dcc44",6,"vagina","momspi","Integrative Human Microbiome Project"
"ep094101_k10_mv1d",1.57222551481428,0.728645753937153,"858ed4564f11795ec13dda4c10a18168",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep096310_k10_mv1d",1.86580154371527,0.795198130249411,"858ed4564f11795ec13dda4c10a18ec7",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep096310_k70_mv1d",1.18352399629388,0.453387628688229,"858ed4564f11795ec13dda4c10a18ec7",7,"vagina","momspi","Integrative Human Microbiome Project"
"ep096728_k10_mv1d",1.9371595115967,0.780408163265306,"e50d0c183689e4053ccb35f8b29dd201",1,"vagina","momspi","Integrative Human Microbiome Project"
"ep096728_k20_mv1d",2.59853694906285,0.804679827233585,"e50d0c183689e4053ccb35f8b29dd201",2,"vagina","momspi","Integrative Human Microbiome Project"
"ep096728_k30_mv1d",3.57017311554479,0.911328694010848,"e50d0c183689e4053ccb35f8b29dd201",3,"vagina","momspi","Integrative Human Microbiome Project"
"ep096728_k40_mv1d",0.599385431544639,0.206035894546169,"e50d0c183689e4053ccb35f8b29dd201",4,"vagina","momspi","Integrative Human Microbiome Project"
"ep097937_k10_mv1d",1.12623929221296,0.540792444142992,"858ed4564f11795ec13dda4c10a19b6b",1,"vagina","momspi","Integrative Human Microbiome Project"
